120000,2;119999,1;25557,1;
120001,2;119998,1;90551,1;
120002,2;119997,1;104575,1;
120003,2;119996,1;17127,1;
120004,2;119995,1;27739,1;
120005,2;119994,1;15363,1;
120006,2;119993,1;6432,1;
120007,2;119992,1;23507,1;
120008,2;119990,1;67330,1;
120009,2;119989,1;23969,1;
120010,2;119988,1;3254,1;
120011,2;119987,1;34970,1;
120012,2;119985,1;71336,1;
120013,2;119983,1;93645,1;
120014,2;119982,1;97615,1;
120015,2;119979,1;7859,1;
120016,2;119978,1;41210,1;
120017,2;119975,1;67106,1;
120018,2;119974,1;5345,1;
120019,2;119973,1;62725,1;
120020,2;119972,1;117200,1;
120021,2;119969,1;64110,1;
120022,2;119966,1;31208,1;
120023,2;119965,1;115757,1;
120024,2;119963,1;96467,1;
120025,2;119960,1;113980,1;
120026,2;119959,1;116915,1;
120027,2;119957,1;93722,1;
120028,2;119956,1;9121,1;
120029,2;119955,1;37774,1;
120030,2;119954,1;74117,1;
120031,2;119953,1;24427,1;
120032,2;119952,1;40746,1;
120033,2;119951,1;108942,1;
120034,2;119950,1;3128,1;
120035,2;119949,1;37736,1;
120036,2;119948,1;72483,1;
120037,2;119947,1;22729,1;
120038,2;119945,1;41077,1;
120039,2;119944,1;109408,1;
120040,2;119943,1;56210,1;
120041,2;119942,1;58446,1;
120042,2;119941,1;21617,1;
120043,2;119940,1;28259,1;
120044,2;119939,1;64725,1;
120045,2;119938,1;90787,1;
120046,2;119937,1;63592,1;
120047,2;119936,1;67844,1;
120048,2;119935,1;106460,1;
120049,2;119934,1;8972,1;
120050,2;119933,1;46786,1;
120051,2;119932,1;51803,1;
120052,2;119931,1;42886,1;
120053,2;119928,1;61818,1;
120054,2;119927,1;56026,1;
120055,2;119926,1;11576,1;
120056,2;119925,1;30850,1;
120057,2;119924,1;71856,1;
120058,2;119923,1;33676,1;
120059,2;119922,1;24910,1;
120060,2;119918,1;71422,1;
120061,2;119917,1;89055,1;
120062,2;119915,1;413,1;
120063,2;119914,1;23400,1;
120064,2;119913,1;88294,1;
120065,2;119911,1;45426,1;
120066,2;119910,1;100625,1;
120067,2;119909,1;80131,1;
120068,2;119908,1;108949,1;
120069,2;119907,1;63032,1;
120070,2;119906,1;100473,1;
120071,2;119905,1;29437,1;
120072,2;119904,1;19603,1;
120073,2;119902,1;84773,1;
120074,2;119901,1;41947,1;
120075,2;119899,1;48545,1;
120076,2;119898,1;108135,1;
120077,2;119893,1;25159,1;
120078,2;119892,1;78597,1;
120079,2;119891,1;13232,1;
120080,2;119890,1;24314,1;
120081,2;119889,1;61853,1;
120082,2;119888,1;1778,1;
120083,2;119887,1;89264,1;
120084,2;119886,1;40524,1;
120085,2;119884,1;118052,1;
120086,2;119883,1;17371,1;
120087,2;119882,1;9090,1;
120088,2;119881,1;2114,1;
120089,2;119880,1;50962,1;
120090,2;119879,1;119607,1;
120091,2;119878,1;39378,1;
120092,2;119877,1;98015,1;
120093,2;119875,1;37775,1;
120094,2;119874,1;59123,1;
120095,2;119873,1;92328,1;
120096,2;119871,1;69636,1;
120097,2;119870,1;93512,1;
120098,2;119869,1;80471,1;
120099,2;119868,1;34778,1;
120100,2;119866,1;13840,1;
120101,2;119863,1;61722,1;
120102,2;119862,1;21404,1;
120103,2;119861,1;49733,1;
120104,2;119860,1;68479,1;
120105,2;119857,1;8323,1;
120106,2;119856,1;101594,1;
120107,2;119855,1;116181,1;
120108,2;119854,1;82212,1;
120109,2;119853,1;108495,1;
120110,2;119852,1;93609,1;
120111,2;119850,1;117801,1;
120112,2;119848,1;91498,1;
120113,2;119847,1;46532,1;
120114,2;119846,1;89464,1;
120115,2;119843,1;106588,1;
120116,2;119842,1;73385,1;
120117,2;119841,1;8570,1;
120118,2;119840,1;28106,1;
120119,2;119839,1;118403,1;
120120,2;119838,1;90189,1;
120121,2;119837,1;83226,1;
120122,2;119836,1;5289,1;
120123,2;119834,1;56774,1;
120124,2;119833,1;98552,1;
120125,2;119831,1;11069,1;
120126,2;119829,1;80679,1;
120127,2;119828,1;67866,1;
120128,2;119827,1;79460,1;
120129,2;119825,1;114916,1;
120130,2;119824,1;34017,1;
120131,2;119823,1;100521,1;
120132,2;119822,1;87912,1;
120133,2;119821,1;52318,1;
120134,2;119820,1;48840,1;
120135,2;119819,1;20039,1;
120136,2;119817,1;70122,1;
120137,2;119816,1;78628,1;
120138,2;119815,1;11881,1;
120139,2;119812,1;89478,1;
120140,2;119810,1;28756,1;
120141,2;119808,1;56079,1;
120142,2;119807,1;4308,1;
120143,2;119806,1;83611,1;
120144,2;119805,1;76206,1;
120145,2;119803,1;20104,1;
120146,2;119802,1;78986,1;
120147,2;119800,1;83602,1;
120148,2;119798,1;116003,1;
120149,2;119797,1;66401,1;
120150,2;119796,1;45766,1;
120151,2;119795,1;63426,1;
120152,2;119793,1;13915,1;
120153,2;119790,1;49187,1;
120154,2;119789,1;19243,1;
120155,2;119787,1;62809,1;
120156,2;119786,1;89866,1;
120157,2;119785,1;19398,1;
120158,2;119783,1;114842,1;
120159,2;119781,1;68810,1;
120160,2;119778,1;38756,1;
120161,2;119777,1;115285,1;
120162,2;119776,1;51064,1;
120163,2;119775,1;74810,1;
120164,2;119773,1;46466,1;
120165,2;119771,1;108718,1;
120166,2;119770,1;25442,1;
120167,2;119769,1;97359,1;
120168,2;119768,1;74294,1;
120169,2;119767,1;27274,1;
120170,2;119766,1;38334,1;
120171,2;119765,1;111750,1;
120172,2;119764,1;30668,1;
120173,2;119762,1;14517,1;
120174,2;119761,1;68,1;
120175,2;119760,1;117521,1;
120176,2;119759,1;97299,1;
120177,2;119757,1;1491,1;
120178,2;119756,1;105093,1;
120179,2;119755,1;49089,1;
120180,2;119753,1;14097,1;
120181,2;119752,1;54467,1;
120182,2;119750,1;109809,1;
120183,2;119749,1;109869,1;
120184,2;119747,1;68239,1;
120185,2;119746,1;114431,1;
120186,2;119745,1;82394,1;
120187,2;119744,1;15886,1;
120188,2;119743,1;46716,1;
120189,2;119742,1;49271,1;
120190,2;119741,1;31391,1;
120191,2;119740,1;9024,1;
120192,2;119739,1;62,1;
120193,2;119738,1;97588,1;
120194,2;119737,1;33657,1;
120195,2;119734,1;51177,1;
120196,2;119733,1;17185,1;
120197,2;119731,1;92905,1;
120198,2;119730,1;108097,1;
120199,2;119729,1;26865,1;
120200,2;119727,1;21351,1;
120201,2;119725,1;96109,1;
120202,2;119724,1;57152,1;
120203,2;119721,1;94796,1;
120204,2;119718,1;55456,1;
120205,2;119717,1;100193,1;
120206,2;119714,1;91442,1;
120207,2;119713,1;46920,1;
120208,2;119710,1;9070,1;
120209,2;119709,1;23012,1;
120210,2;119707,1;96684,1;
120211,2;119706,1;48379,1;
120212,2;119705,1;75765,1;
120213,2;119703,1;72577,1;
120214,2;119702,1;37027,1;
120215,2;119701,1;42377,1;
120216,2;119700,1;66815,1;
120217,2;119699,1;41794,1;
120218,2;119697,1;90260,1;
120219,2;119696,1;50933,1;
